Product Name,MRP,Price,Star Ratings,No. of Ratings,Sales,Brand,Monthly Sales Estimate,Predicted Monthly Sales
"VAS COLLECTIONS 180 TC Cotton King Size Pillow Covers/Cases with Zig-Zag Stitching,Set of 2 pcs (20X30 inches) (Brown & Blue)",399.0,149.0,3.6,84.0,,VAS,0,25.481549835004607
"Kuber Industries Embroidery Pattern Breathable & Soft Cotton Pillow Cover for Sofa, Couch, Bed, Set of 2 (Yellow) 54KM4116",899.0,390.0,4.0,19.0,,Kuber,0,17.398789058257563
MOM CARE Mustard Seed Rai Pilllow Cover That Fits All Mom Care Baby Pillows Only Pillow Cover Without Inside Pillow (Pack of 1) Beige,500.0,233.0,4.1,2795.0,,MOM,0,115.47436732827038
"Kuber Industries Embroided Design 2 Piece Cotton Pillow Cover Set-17""x27"" (Blue) Luxury Pillow Covers - CTKTC040264, 200 TC",299.0,294.0,3.9,33.0,,Kuber,0,11.766867369930594
"VAS Collections Cotton Pillow Cover/Case Set (2 Pcs) - 18"" x 28 inches, Grey&Orange",399.0,149.0,3.9,9.0,,VAS,0,27.01349928170172
Enchant Home Pure Cotton Plain Percale Pillow Covers 120 Thread Count 17 X 27 Inches Pack of 2 (White),499.0,284.0,4.0,4.0,,Enchant,0,17.7088899783
Rj Products™ Solid Pillow Covers Set of 6 Piece King Size (White_6),999.0,499.0,4.0,290.0,,Rj,0,18.281060915835774
"Kuber Industries Luxurious Satin Striped Pillow Cover|Premium Cotton Fabric|Size 67 x 42.5 CM, Pack of 4 (Grey), 200 TC",499.0,494.0,3.9,250.0,,Kuber,0,4.570833807902709
"BSB HOME 100% Cotton Super Soft Designer Printed 2 Piece Pillow Covers for All Season 20"" X 30"" Inches (Blue and Sky Blue)",399.0,129.0,3.6,13.0,,BSB,0,25.045027871276503
HUESLAND by Ahmedabad Cotton Luxurious Striped 2 Piece Cotton Pillow Case Cover Set - 18 inch x 27 inch,599.0,299.0,3.9,1036.0,,HUESLAND,0,51.12988032761188
"Huesland by Ahmedabad Cotton Comfort 144 TC Cotton 17""x27"" 2 Pillow Covers - Grey and Yellow",599.0,279.0,3.8,85.0,,Huesland,0,20.48613521857755
Kuber Industries Pillow Cover | Cotton Pillow Cover | Pillow Cover for Bedroom | Pleated Frill Border Long Crush Pillow Cover | Set of 2 | 20x30 Inch | Maroon,899.0,391.0,3.8,22.0,,Kuber,0,14.740573224960748
RajasthaniKart Cotton 144TC Pillow Cover (Standard_Red),299.0,195.0,3.6,240.0,,RajasthaniKart,0,23.938010861633558
"Linenwalas Classic 5 Star Pillow with Pillow Covers, Set of 2 Standard Size Pillow and Pillowcase, Pillow Covers with Envelope Closure in White Stripes",1500.0,999.0,3.7,835.0,,Linenwalas,0,-3.5968997109313
"DECOR2ADMIRE 300 TC Cotton Plain Satin Stripe King Size Ultra Soft Pillow Covers Or Cases for Home/Hotel/PG Room (20 Inches x 30 Inches) (White, Set of 2)",949.0,379.0,3.9,10.0,,DECOR2ADMIRE,0,17.96776135806909
Supreme Home Collective Beautiful Microfiber Printed Pillow Cover- 16x26 in inches (Pack of 2 Pcs),999.0,199.0,3.3,8.0,,Supreme,0,28.109529805630764
"VAS Collections 180 TC Cotton King Size Pillow Covers/Cases with Zig-Zag Stitching,Set of 2 pcs (20X30 inches) (Cream)",399.0,149.0,4.0,280.0,,VAS,0,37.23706147914941
"Huesland by Ahmedabad Cotton 186 TC Cotton Pillow Cover Set of 2 - White, Blue & Beige",699.0,299.0,5.0,1.0,,Huesland,0,34.11646755020584
"Airwill 100% Cotton Checkered Pattern Flap Pillow Covers (46x69cm)(Black, Pack of 2 Pieces)",599.0,309.0,4.6,9.0,,Airwill,0,25.80035981938093
"Voggle 260 TC Cotton Solid Plain Color Pillow Cover Combo Set 4 Piece, 18""x27"" (Solid Black)",999.0,297.0,4.0,83.0,,Voggle,0,30.61055599433731
"Trance Home Linen 16 inch X 12 inch 100% Cotton Baby/Kids Pillow Covers | Soft & Skin Friendly Pillow Cases | Extra Small Size [NOT Pillows] Covers only (Small Size | 16x12 inch, Beige)- Set of 2",559.0,289.0,3.8,150.0,,Trance,0,20.749206821424863
"Tishnagi Designer Body Pillow Cover 18""x 54"" with Invisible Zipper Closure Long Navy Blue Pillowcase(Cover Only, Set of 1)",1399.0,399.0,4.5,8.0,,Tishnagi,0,34.38084330393384
"Trance Home Linen 100% Cotton 400TC Satin Premium Pillow Covers | Skin & Hair Friendly Pillow Covers | Set of 2 Pillow Cases |Standard Size (18 x 28 inch, White)",799.0,521.0,4.3,71.0,,Trance,0,8.389222707470417
"Linenwalas 100% Cotton Pillowcase, Set of 2 Pillowcover, Soft, Luxury Standard Size Pillow Covers with Envelope Closure, 210TC Breathable Hotel Quality Pillowcover (17x27 Inches/Steel Grey)",499.0,284.0,4.0,19.0,,Linenwalas,0,18.201098376030508
"VAS Collections Cotton Pillow Cover/Case Set (2 Pcs) - 18"" x 28 inches, Green&Red",399.0,149.0,4.5,10.0,,VAS,0,35.03229604558304
The White Willow Memory Foam Decorative Square Cushion Pillow Cover Only 16 Inch X 16 Inch - Grey,999.0,299.0,5.0,4.0,,The,0,41.138903438902496
"Filbert Set of - 2 Microfiber Decorative Pinch Pillow Cover, Well Designed Pinch Pleated Pattern, (18""x28"" Inches), Beige",960.0,480.0,3.9,40.0,,Filbert,0,9.6450724576077
Indian Kingdom 2 Piece Sage Green Pillow Cover 450-TC Pure-Cotton Pillow Cover Extra Soft Fabric [16''x26''] Inches,980.89,569.0,4.3,41.0,,Indian,0,7.0589889157462835
"Huesland by Ahmedabad Cotton 186 TC Cotton Pillow Cover Set of 2 - Purple, Pink & Blue",699.0,299.0,4.094579439252337,519.5738317757009,,Huesland,0,39.081772058241995
Kuber Industries Strips Print Breathable & Soft Cotton Pillow Cover for Sofa Couch Bed Set of 2 (Red) 54KM4125,699.0,278.0,4.0,19.0,,Kuber,0,23.38507385112309
"LINENWALAS Cotton 400 TC Pillow Cover, Set of 2 Pillowcovers in White, Standard Size Pillowcase, Pillow Covers with Envelope Closure (17x27 Inch, White)",600.0,279.0,3.7,1717.0,,LINENWALAS,0,72.73049172723722
"CCWB Cotton 750TC Pillow Covers, Small - 16 x 25 Inches, Sky Blue, 2 Pieces",1299.0,589.0,4.2,797.0,,CCWB,0,35.984003223627205
"Nugget 220 TC Premium Solid Cotton Pillow Cover Set of 2 Piece, 18""x27"" (Solid Baby Pink)",999.0,197.0,3.8,41.0,,Nugget,0,36.03670045144024
Mahaveer Cotton Pillow Covers/Pillow Case/Set of 2 Egyptian Cotton -Light Blue Solid_17 X 27 Inch,999.0,299.0,4.5,44.0,,Mahaveer,0,35.79647344060111
Kuber Industries Disney Team Mickey Pillow Cover | Silk Pillow Cover | Soft Pillow Cover | Luxurious Pillow Cover For Home | Set of 2 | 16x24 Inch | Royal Blue,699.0,293.0,4.6,3.0,,Kuber,0,29.426086091762606
Swayam Drape and Dream Cotton 2 Piece Pillow Cover Set - Turquoise (PC02-2008),1099.0,743.0,4.1,148.0,,Swayam,0,-5.837343017974344
"Ambra Linen Premium Luxury Silky Soft Sateen Pillow Cover, Solid Color,Silk Like Soft, Skin Friendly, Compatible with All Bedding Styles, Set of 2 Covers for All-Season use(Dark Mauve)",599.0,399.0,3.5,14.0,,Ambra,0,2.8037706541257847
"CASA-NEST Premium Cotton Stripes Cotton King Size Pillow Cover, Size=18x27 Inch,Bed Pillow, Pink Color,One Pair (2 pcs)",599.0,359.0,5.0,3.0,,CASA-NEST,0,26.194303910264203
"VAS COLLECTIONS® 160 TC Cotton Standard Size Pillow Cover Combo-20X30 Inches,Set of 4 (Black & Red)",999.0,259.0,4.0,125.0,,VAS,0,35.58594196715568
Huesland by Ahmedabad Cotton 186 TC Cotton Pillow Covers Set of 2 - Mulberry,699.0,299.0,3.0,1.0,,Huesland,0,7.4965246478748995
Kuber Industries Disney Mickey Pillow Cover | Silk Pillow Cover | Soft Pillow Cover | Luxurious Pillow Cover For Home | Set of 2 | 16x24 Inch | Black,699.0,308.0,4.6,5.0,,Kuber,0,28.071765538979456
Pilovilo Set of 2 Pillow Covers 100% Cotton White with Red Floral Print Large Size Pillow Cases (Red Garden Pillow Covers Set of 2) (White Floral Red),800.0,650.0,3.7,9.0,,Pilovilo,0,-13.819697276483843
Bombay Dyeing Vibgyor 100% Cotton 200 GSM Pillow Cover (Set of 02) Multicolor. (D6931),449.0,350.0,5.0,6.0,,Bombay,0,23.682717488723362
"LINENWALAS 100% Vegan Bamboo Silk Pillowcover, Set of 2 Natural Soft and Light-Weight Pillow Cover, Best for Hair and Delicate Skin, Breathable, Set of 2 (King,Charcoal Grey)",1000.0,499.0,3.5,58.0,,LINENWALAS,0,4.036331952718381
"Kuber Industries 4 Pieces Cotton Luxurious Satin Striped Pillow Cover Set-17""x27"" (Brown) - CTKTC40342",499.0,494.0,3.8,48.0,,Kuber,0,-3.3885697599846516
"The White Willow Soft Fabric Pillow Case 15"" L x 13"" W x 4.3"" H, Washable, Removable Zippered Pillow Cover Only - Green",599.0,299.0,4.2,1165.0,,The,0,59.355863983443875
Kuber Industries Set of 4 Check Design Soft & Smooth Cotton Pillow Cover 18 x 28 inch (Pink) (HS_37_KUBMART020221),599.0,590.0,4.8,8.0,,Kuber,0,1.829174663074145
"Khooti Two-Sided Decorative Velvet Square Cushion Cover Throw Pillow Cover for Living Room Couch Diwan Single Seater Sofa, Colourful Modern 24 x 24 Inches / 61 x 61 cm (Colour - Red)(Set of 1 Piece)",551.0,375.0,3.8,8937.0,,Khooti,0,300.7592092219338
Kuber Industries Pillow Cover | Cotton Pillow Cover Set | Cushion Pillow Cover Set | Pillow Cover Set for Bedroom | Lining Embroidery Pillow Cover Set | 4 Piece Set | Dark Pink,1299.0,575.0,4.0,1.0,,Kuber,0,8.527435077032667
"VAS Collections Cotton Pillow Cover/Case Set (2 Pcs) - 18"" x 28 inches, Grey&White",399.0,149.0,4.6,6.0,,VAS,0,36.23203761797145
"Airwill 100% Cotton Checkered Pattern Flap Pillow Covers (46x69cm)(Green, Pack of 2 Pieces)",599.0,357.0,3.7,6.0,,Airwill,0,9.179109148514819
"Linenwalas Pillow Cover Set of 2 in Stripe Beige, Pillow Covers with Envelope Closure, 2 Piece Pillowcase in Standard Size (17"" X 27"") - Stripes Beige",500.0,250.0,3.1,43.0,,Linenwalas,0,10.251287055781251
"SoftSouls Pillow Cover/Cases Set of 2 16x24 Inches 400TC 100% Organic Cotton - Light Blue Colour Soft & Durable, Envelop Closure Design, Super Soft, Matching All Bed",1200.0,299.0,5.0,4.0,,SoftSouls,0,45.77797955903335
"Wooden Comb & Satin Hair Accessories for Women | 3 Months Warranty | with 2 Pillow Cover, 3 Scrunchies & 1 Kachi Neem Comb | Satin Silk Pillow Covers for Hair and Skin",999.0,339.0,4.6,210.0,,Wooden,0,38.788047949542666
"Oussum Satin Pillow case Soft & Comfortable Silk Pillowcase Solid Pillow Cover Single Pcs with Free Scrunchi (Flax Yellow, Lumbar Size (16""x24""))",549.0,199.0,3.7,235.0,,Oussum,0,30.496280824692796
9villa Pillow Cover | Cotton Satin Stripe Pillow Covers/Cases Set of 2 Pc Size 18 x 28 Inch (Maroon),499.0,149.0,5.0,1.0,,9villa,0,43.69995480224432
"CCWB Body Pillow Covers Egyptian Cotton 600 Thread Count Set of 2 Softest Long Staple 100% Cotton Hotel Quality (White Striped, Body Pillow Cover- 21 x 54)",1299.0,950.0,4.3,26.0,,CCWB,0,-22.15793463674726
"RJ Products™ Plain Solid King Size Pillow Cover Set of 2 Piece 18 X 28 inch, Microfiber Coffee Color",499.0,269.0,3.8,202.0,,RJ,0,22.963994877256802
"Linenwalas 100% Cotton Pillowcase, Set of 2 Pillowcover, Soft, Luxury Standard Size Pillow Covers with Envelope Closure, 210TC Breathable Hotel Quality Pillowcover (17x27 Inches/Bahamas Blue)",499.0,299.0,4.3,7.0,,Linenwalas,0,20.380374754048518
"100% Egyptian Cotton 2 Piece (1 Pair) Pillow Cover Set,400 TC - Long Staple Hotel Quality Pillow Cover- Envelope Closure Pillow Cover- Hair & Skin Friendly-Black Stripe,Standard Size (16"" x 24"")",467.0,268.0,4.0,2.0,,100%,0,18.41931437138357
RJ Products™ Plain Solid Pillow Covers King Size Set of 4 (Liht Grey),999.0,399.0,3.8,493.0,,RJ,0,31.746609202536966
RajasthaniKart 100% Cotton Pillow Cover (Set of 2) - MultoColor,299.0,245.0,3.1,9.0,,RajasthaniKart,0,4.969854680510309
"Kuber Industries Embroided Design 2 Piece Cotton Pillow Cover Set-17""x27"" (Pink) Luxury Pillow Covers - CTKTC040282",299.0,294.0,4.2,17.0,,Kuber,0,15.2348365143677
"DPK Satin 600 TC Pillow Cover, Takiya Cover, Standard-18.9 X 29 Inch, Navy Blue, 2 Pieces Silky Satin Silk, Soft, Comfortable Satin Standard Pillow case/Cover for Home Decor",599.0,259.0,3.2,131.0,,DPK,0,15.902855886448116
"THE LINEN COMPANY Cotton 300 TC Flange Pillow Cover Set Pack of 2 (20"" x 36"", Wine Flower)",1399.0,699.0,3.9,13.0,,THE,0,-1.8400368837996126
Kuber Industries Pillow Cover | Cotton Pillow Cover Set | Cushion Pillow Cover Set | Pillow Cover Set for Bedroom | Lining Embroidery Pillow Cover Set | 4 Piece Set | Parrot Green,1299.0,575.0,4.094579439252337,519.5738317757009,,Kuber,0,26.802711036234285
"bien LIVING 100% Cotton Pillow Cover Pack of 6 (Grey, Lilac, Flamingo Pink)",3499.0,1699.0,4.094579439252337,519.5738317757009,,bien,0,-28.822793643426515
bien LIVING 100% Cotton Pillow Cover Pack of 6 (White),3499.0,1699.0,4.094579439252337,519.5738317757009,,bien,0,-28.822793643426515
"AIRWILL 100% Cotton Floral Pattern Flap Pillow Covers (46x69cm)(Red, Green, Yellow, Pack of 2 Pieces)",599.0,312.0,4.094579439252337,519.5738317757009,,AIRWILL,0,35.54315209459756
"BELONG 400 TC 100% Organic Cotton Plain White Set of 2 Standard Premium Pillow Covers for Hotel, Guest House & B&B (Plain White,18x28 inch)",999.0,899.0,4.094579439252337,519.5738317757009,,BELONG,0,-10.792167298496132
"Kuber Industries Embroided Design 4 Piece Cotton Pillow Cover Set -17""x27"" (White) Luxury Pillow Covers - CTKTC040272",499.0,494.0,3.7,93.0,,Kuber,0,-3.242941711909676
"Kuber Industries Flower 2 Piece Cotton Pillow Cover Set with Frill Flange (17"" x 26"", White)",698.0,294.0,3.3,45.0,,Kuber,0,13.383563515585926
Spread Spain Oxford Cotton 400 Thread Count 1 pc Large Throw Pillows Cover 22 x 34 Inches for Bed and Couch Decorative Pillow Insert Geometric Pattern - White,1095.0,986.0,3.9,19.0,,Spread,0,-35.82781254566338
Atrube Satin Bonnet for Curly Hair with Free Silk Satin Pillow Covers and Scrunchies | Silk Bonnet for Hair|Best Gift Combo of Pack of 2 Satin Pillowcases with 3 Silk Scrunchies Adjustable HairCap,1299.0,369.0,4.3,63.0,100+ bought in past month,Atrube,100,34.05551174729017
"Voggle 260 TC Premium Printed Cotton Pillow Cover Combo Set 4 Piece, 18""x27"" (Blue Hearts)",999.0,297.0,3.7,48.0,,Voggle,0,25.469078297616498
Huesland by Ahmedabad Cotton 186 TC Kids Cotton Pillow Cover Set of 2 - Powder Blue & White,699.0,299.0,5.0,2.0,,Huesland,0,34.14928144338788
"DURADECOR Arena,Pillow Cover 100% Cotton,200 TC(Design -Dura4266)|Cotton Pillow Cover Set of 2- (28 X 18 Inch) (Purple)",499.0,249.0,4.094579439252337,519.5738317757009,,DURADECOR,0,39.19893704929902
Kuber Industries Disney Mickey Pillow Cover | Silk Pillow Cover | Soft Pillow Cover | Luxurious Pillow Cover For Home | Set of 2 | 16x24 Inch | Red,699.0,308.0,4.6,5.0,,Kuber,0,28.071765538979456
"Kuber Industries Cotton Luxurious Satin Striped Pillow Cover Set-17""x27"" (Light Brown) - CTKTC40323, Standard, 4 Pieces, 200TC",299.0,286.0,3.6,16.0,,Kuber,0,7.973345531364885
"SEEVO 400 TC Luxurious Satin Silk Pillow Covers/Pillowcases with Envelope Closure, Soft Comfortable Protects Hair and Skin - 17 inch x 27 inch - Set of 2 with 3 Satin Schrunchies (Dark Green)",1598.0,799.0,4.2,179.0,,SEEVO,0,2.726654717522699
"RRB TEXTILE Floral Design Zig Zag Stitching King Size Set of 2 Glace Cotton Pillow Covers/Pillow Case-20 x 30 Inches, 50 cm x 75 cm",499.0,170.0,3.8,31.0,,RRB,0,26.724478181500658
Swayam Drape and Dream Cotton 2 Piece Pillow Cover Set - Maroon (PC02-3002),999.0,645.0,3.9,14.0,,Swayam,0,-5.927401248554991
"Airwill 100% Cotton Checkered Pattern Flap Pillow Covers (46x69cm)(Pink, Pack of 2 Pieces)",599.0,322.0,5.0,2.0,,Airwill,0,29.664029253645303
"Airwill 100% Cotton Printed Pattern Flap Pillow Covers (46x69cm)(Black, White, Pack of 2 Pieces)",599.0,306.0,3.3,11.0,,Airwill,0,8.847014387059328
"Amazon Brand - Umi Satin Silk Pillow Covers for Hair and Skin | Satin Pillow Covers for Hair and Skin Pack of 2 Covers | Silk scrunchies for Women 3 Pieces | Silk Pillow Case, 400 TC (Cream)",999.0,299.0,5.0,1.0,,Amazon,0,41.04046175935639
"Kuber Industries Disney Mickey Print Silk Special Long Crush Pillow Cover- Set of 2, Black-KUBMART0180, Standard",799.0,413.0,3.2,21.0,,Kuber,0,2.3311874939466755
HUESLAND by Ahmedabad Cotton Sateen Striped 220TC Cotton Standard 2 Pillow Covers - White,599.0,279.0,3.6,878.0,,HUESLAND,0,43.845558221697196
Swayam Drape and Dream Printed Cotton 2 Piece Pillow Cover Set - Pink (PC02-1428),999.0,745.0,3.7,3.0,,Swayam,0,-18.416670624771893
Kuber Industries Pillow Cover | Cotton Pillow Cover Set | Cushion Pillow Cover Set | Pillow Cover Set for Bedroom | Lining Embroidery Pillow Cover Set | 4 Piece Set | Purple,1299.0,533.0,4.094579439252337,519.5738317757009,,Kuber,0,30.778566385846496
"Kuber Industries Lining Design Breathable & Soft Cotton Pillow Cover/Protector/Case- 18x28 Inch, Set of 2 (Black)-HS43KUBMART26773, Standard",299.0,298.0,4.0,24.0,,Kuber,0,12.423886585969576
Kuber Industries Pillow Cover | Cotton Pillow Cover | Pillow Cover for Bedroom | Cushion Pillow Cover for Living Room | Plain Border Pillow Cover Set | Set of 4 | Multicolor,1899.0,827.0,4.094579439252337,519.5738317757009,,Kuber,0,16.79556735686213
Kuber Industries Pillow Cover | Cotton Pillow Cover Set | Cushion Pillow Cover Set | Premium Pillow Cover Set for Bedroom | Lining Frill Pillow Cover Set | 4 Piece Set | Multi,1299.0,576.0,3.8,8.0,,Kuber,0,6.000474816463996
Kuber Industries Pillow Cover | Cotton Pillow Cover | Striped Pattern Pillow Cover | Soft Pillow Cover for Home | Pillow Cover | Set of 2 | Gray,999.0,249.0,4.094579439252337,519.5738317757009,,Kuber,0,50.738927397883266
Kuber Industries Pillow Cover | Cotton Pillow Cover Set | Cushion Pillow Cover Set | Pillow Cover Set for Bedroom | Lining Embroidery Pillow Cover Set | 6 Piece Set | Dark Pink,1899.0,827.0,5.0,1.0,,Kuber,0,11.830262848825981
Amazon Brand - Solimo Dual Side Memory Foam Pillow with Pillow Cover,2000.0,749.0,3.5,35.0,,Amazon,0,2.69578745424646
"VAS COLLECTIONS Cotton Pillow Cover/Case Set (2 Pcs) - 18"" x 28 inches, Silver&Beige",399.0,229.0,3.1,28.0,,VAS,0,9.415928282442827
"Amazon Brand - Solimo Memory Foam Pillow with Pillow Cover, Standard",2100.0,899.0,3.3,23.0,,Amazon,0,-12.251458875926366
"Airwill 100% Cotton Plain Pattern Flap Pillow Covers (46x69cm)(Orange, Pack of 2 Pieces)",499.0,321.0,5.0,1.0,,Airwill,0,27.41788051335623
"HOMEMONDE 20 x 30 Inch Pillow Covers for Bedding Pillows Printed Cotton Pillow Case 210 TC, Pack of 1, Aqua Blue",599.0,299.0,4.3,13.0,,HOMEMONDE,0,22.885256182857574
"Kuber Industries Check Design Premium Cotton Pillow Covers, 18 x 28 inch, Set of 4 (Pink)",599.0,590.0,4.6,3.0,,Kuber,0,-0.9968890930691181
"Airwill 100% Cotton Checkered Pattern Flap Pillow Covers (46x69cm)(Red, Yellow, Pack of 2 Pieces)",599.0,299.0,4.3,3.0,,Airwill,0,22.557117251037234
"Kuber Industries Embroidery Design 6 Piece Cotton Pillow Cover Set-17""x27"" (Pink) Luxury Pillow Covers - CTKTC040286",749.0,740.0,4.2,17.0,,Kuber,0,-16.59896945588373
Swayam 240 TC Kids Pillow Cover Set 1 | Digitally Printed | Cartoon Print | Soft Feel| Adorable Design | Skin Friendly | Size -70 cm x 45 cm | Blue,599.0,417.0,3.8,2.0,,Swayam,0,4.69905736431436
"BALAJI EXPORT Rajai Cover Set of 3PCs-1 Piece Half Ruffle Style Blanket/Duvet Cover (Zipper Closure) and 2 Piece Pillow Cover, 600 Thread Count, 100% Egyptian Cotton-Dark Grey Solid,3 by 6 Feet Size.",5649.0,3849.0,4.094579439252337,519.5738317757009,,BALAJI,0,-182.72676375561537
Swayam 240 TC Kids Pillow Cover Set 1 | Digitally Printed | Cartoon Print | Soft Feel| Adorable Design | Skin Friendly | Size -70 cm x 45 cm | Blue,599.0,417.0,3.2,5.0,,Swayam,0,-3.188483826838823
"Stoa Paris Pillow Covers Set of 6,Pure Cotton Pillowcase Sets, Combo of Green & Violet, Solid Colour Covers for Pillows, Home Décor Plain Pillowcovers, 2 Standard Pillowcases (18 x 27 inches)",649.0,529.0,3.7,6.0,,Stoa,0,-5.948966105514836
"Huesland by Ahmedabad Cotton 186 TC Cotton Pillow Covers Set of 2 - Green Ochre, Grey & Mulberry",699.0,299.0,4.094579439252337,519.5738317757009,,Huesland,0,39.081772058241995
"Amazon Brand - Solimo Thin Memory Foam 50 TC Pillow with Pillow Cover, 70 x 50 X 10 cm, Queen, White",2200.0,959.0,3.2,22.0,,Amazon,0,-16.987065201096954
"CASA-NEST Premium Cotton Stripes Cotton King Size Pillow Cover, Size=18x27 Inch,Bed Pillow, Blue Color,One Pair (2 pcs)",599.0,359.0,4.6,3.0,,CASA-NEST,0,20.87031532979801
"Stoa Paris Harbour Mist Grey Satin Pillow Covers, Quick Dry Fabric Pillow Cover Set from Date Night Collection, Gift for Couples & Weddings",649.0,599.0,4.3,51.0,,Stoa,0,-3.1127836243110636
Kuber Industries 2 Piece Cotton Pillow Cover Set-18 x27 (Black) Luxury Pillow Covers-KUBMART03196_KUBMART03196,349.0,343.0,3.8,5.0,,Kuber,0,6.03258234269461
"Naksh Cotton 210 TC Plain Pillow Covers Set of 2, Silver Pillow Cover |Sleep Pillow Covers (18 in x 27 in) |Soft Pillows Covers Cotton for Big Pillows",649.0,338.0,3.9,17.0,,Naksh,0,15.154656528195183
"Bhoomi Impex Little Head Sleepy Toddler Pillowcase- Pack of 2 Flannel Cotton Pillow Case Fits Pillows Sized 12""x16""or13 X18 or14 X19 for Kids Bedding Pillow Cover Baby Pillowcase Queen Poppy Trolls",380.0,199.0,4.094579439252337,519.5738317757009,,Bhoomi,0,41.18558047682669
"Amazon Brand - Solimo Contour Memory Foam 50 TC Pillow with Pillow Cover, Small, 45 x 28 x 8 cm, White, 2 Pieces",1700.0,699.0,3.3,29.0,,Amazon,0,-2.3539232737386513
"BELONG Plain 300 TC 2 Piece 100% Pure Organic Cotton Pillow Cover Set Smooth and Supersoft Pillow Covers - 18"" X 28"" Inches (Brown)",999.0,799.0,4.094579439252337,519.5738317757009,,BELONG,0,-1.3258450375146893
"Kuber Industries 2 Pieces Cotton Luxurious Satin Striped Pillow Cover Set-17""x27"" (Black) - CTKTC40333, 200 TC",1399.0,686.0,3.2,9.0,,Kuber,0,-10.057650578416002
Homestic Disney Team Mickey Pillow Cover | Silk Pillow Cover | Soft Pillow Cover | Luxurious Pillow Cover for Home | Set of 4 | 16x24 Inch | Royal Blue,999.0,629.0,4.094579439252337,519.5738317757009,,Homestic,0,14.766902806153773
"Airwill 100% Cotton Checkered Pattern Flap Pillow Covers (46x69cm)(Yellow, Pack of 2 Pieces)",599.0,319.0,4.094579439252337,519.5738317757009,,Airwill,0,34.88050953632886
"Kuber Industries 2 Piece Cotton Pillow Cover Set-18""x27"" (Black) Luxury Pillow Covers-KUBMART03195",349.0,343.0,4.5,2.0,,Kuber,0,15.251120678964348
"Airwill 100% Cotton Checkered Pattern Flap Pillow Covers (46x69cm)(Blue, Pack of 2 Pieces)",599.0,385.0,4.6,2.0,,Airwill,0,18.3762576487608
Pilovilo Set of 2 Pillow Covers 100% Cotton Light Blue with Leaf Pattern Large Size Pillow Cases (Blue Mesh Pillow Covers Set of 2),750.0,600.0,2.9,2.0,,Pilovilo,0,-21.118209594058165
Sleepy Threads Cotton Deep Blue and White Tie Dye 27×18 Inch Pillow Cover with Wooden Button Closure I Handmade Shibori Pillow Covers I Indigo Tie Dye I 1 Piece,1999.0,449.0,4.094579439252337,519.5738317757009,,Sleepy,0,54.88626357308883
"DDECOR - 210TC 2 Pillow Cover - Purple (46 cm X 68 cm, 18IN X 27IN), Cotton",549.0,439.0,5.0,1.0,,DDECOR,0,17.401619280256547
Kuber Industries Pillow Cover | Cotton Pillow Cover | Striped Pattern Pillow Cover | Soft Pillow Cover for Home | Pillow Cover Set of 2 | Cream,999.0,249.0,4.094579439252337,519.5738317757009,,Kuber,0,50.738927397883266
Indian Kingdom 2 Piece Sage Green Pillow Cover 450-TC Pure-Cotton Pillow Cover Extra Soft Fabric [16''x26''] Inches,980.89,569.0,4.3,41.0,,Indian,0,7.0589889157462835
Home Centre Sapphire Set of 2 Pillow Covers - 45x70cm,699.0,404.0,4.094579439252337,519.5738317757009,,Home,0,29.142133684211473
"Oussum Satin Pillow case Soft & Comfortable Silk Pillowcase Solid Pillow Cover Single Pcs with Free Scrunchi (Flax Yellow, Lumbar Size (16""x24""))",549.0,199.0,3.7,235.0,,Oussum,0,30.496280824692796
"Trance Home Linen 100% Cotton 400TC Satin Striped Premium Pillow Covers | Skin & Hair Friendly Pillow Covers | Set of 2 Pillow Cases | Standard Size (18 x 28 inch, White Stripes)",599.0,474.0,4.0,10.0,,Trance,0,2.2277591112443034
"bien LIVING 100% Cotton Pillow Cover Set of 3_P (Standard, Seafoam Green)",3499.0,2599.0,4.094579439252337,519.5738317757009,,bien,0,-114.0196939922595
RJ Products™ Plain Solid Pillow Covers King Size Set of 4 (Liht Grey),999.0,399.0,3.8,493.0,,RJ,0,31.746609202536966
"SchaleSaius Prime Collection 290 TC Soft Satin Striped Pillow Covers 2 Pieces 18 x28 Inches(Standard Size) for Home,Hospital and Hotel use",3150.0,299.0,4.094579439252337,519.5738317757009,,SchaleSaius,0,95.6508047470019
Home Elite Luxurious Sateen Striped Pillow Cover/Case Set (4 Pcs) 210 Thread Count - White,699.0,329.0,4.2,67.0,,Home,0,22.79431066099326
1011 (Ten Eleven) Pure 100% Cotton Printed Jaipuri Collection Black 2 Pillow Covers,399.0,299.0,4.6,3.0,,1011,0,21.93411254695318
"Scorchers 100% Cotton 400TC Satin Striped Premium Pillow Covers | Skin & Hair Friendly Pillow Covers | Set of 2 Pillow Cases | Standard Size (18 x 28 inch, Grey)",599.0,279.0,4.0,4.0,,Scorchers,0,20.49020416106592
9villa Pillow Cover | Cotton Satin Stripe Pillow Covers/Cases Set of 2 Pc Size 18 x 28 Inch (Maroon),499.0,149.0,5.0,1.0,,9villa,0,43.69995480224432
"HONEYFEEL Alaria Cotton 510TC Pillow Cover, 21X36 inch, White, 2 Pcs",1999.0,549.0,3.9,43.0,,HONEYFEEL,0,27.191851721434638
